Collector (PI),field_number,Genus,Species,subspecies,needs_confirmation,order,sex,mass (g),date,Country,Departament,Municipio,Locality,vereda,reserva,Latitude_Original,Longitude_Original,elevation,Ectoparasite_sample,Ectoparsite Sampling Method,Ecotparasite Box Location (Cold Storage),ectoparasites_box,lice_total,Ecomorph Notes,lice ages,feather_mites_total,ticks_total,flies_total,fleas_total,others,Column
JMA,Left R3,Schistes,geoffroyi,,,Apodiformes,F,9.06,2015-04-15T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,Left R3,Heliodoxa,jacula,,,Apodiformes,F,15.66,2015-04-15T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,Left R3 + Right R4,Doryfera,ludovicae,,,Apodiformes,U,13.12,2015-04-15T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,Left R4 + Right R2,Eutoxeres,aquila,,,Apodiformes,U,23.46,2015-04-15T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,"Left R4,2 + Right R2",Phaethornis,syrmatophorus,,,Apodiformes,U,12.45,2015-04-15T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,NA,Mionectes,striaticollis,,,Passeriformes,U,,2015-04-15T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,Right R3+4,Phaethornis,syrmatophorus,,,Apodiformes,U,12.04,2015-04-15T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,D556,Cyanocompsa,cyanoides,,,Passeriformes,M,55.7,2015-04-16T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,YES,,Universidad Icesi,"E3,55",0,,,0,1,,,0,
JMA,E199,Mitrospingus,cassinii,,,Passeriformes,U,72.36,2015-04-16T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,I303,Rupicola,peruvianus,,,Passeriformes,M,,2015-04-16T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,L+R R3,Aglaiocercus,coelestis,,,Apodiformes,U,12.22,2015-04-16T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,YES,,Universidad Icesi,"E3,54",0,,,0,0,1,,,
JMA,A2542,Machaeropterus,regulus,,,Passeriformes,U,21.3,2015-04-16T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,A2543,Myiotriccus,ornatus,,,Passeriformes,U,19.08,2015-04-16T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,A2544,Myiothlypis,fulvicauda,,,Passeriformes,U,27.12,2015-04-16T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,A2545,Catharus,ustulatus,,,Passeriformes,U,68.61,2015-04-16T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,A2546,Myiotriccus,ornatus,,,Passeriformes,U,18.62,2015-04-16T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,A2547,Euphonia,xanthogaster,,,Passeriformes,M,26.47,2015-04-16T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,A2548,Myiothlypis,fulvicauda,,,Passeriformes,U,27.33,2015-04-16T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,A2549,Tolmomyias,assimilis,,,Passeriformes,U,29.86,2015-04-16T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,A2550,Mionectes,striaticollis,,,Passeriformes,F,,2015-04-16T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,A2551,Manacus,manacus,,,Passeriformes,F,33.99,2015-04-16T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,B954,Thamnophilus,atrinucha,,,Passeriformes,M,45.88,2015-04-16T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,C952,Catharus,ustulatus,,,Passeriformes,U,63.67,2015-04-16T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,C958,Catharus,ustulatus,,,Passeriformes,U,73.49,2015-04-16T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,D554,Cantorchilus,nigricapillus,,,Passeriformes,U,50.4744.03,2015-04-16T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,D555,Cantorchilus,nigricapillus,,,Passeriformes,U,42.07,2015-04-16T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,E206,Dendrocincla,fuliginosa,,,Passeriformes,U,44.68,2015-04-16T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,E207,Mitrospingus,cassinii,,,Passeriformes,U,41.91,2015-04-16T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,Left R2,Urochroa,bougueri,,,Passeriformes,U,20.26,2015-04-16T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,Left R3,Heliodoxa,jacula,,,Apodiformes,U,16.63,2015-04-16T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,Left R3 + Right R2,Eutoxeres,aquila,,,Apodiformes,U,,2015-04-16T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,Left R4 + Right R3,Aglaiocercus,coelestis,,,Apodiformes,M,13.97,2015-04-16T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,Right R2+3,Phaethornis,syrmatophorus,,,Apodiformes,U,,2015-04-16T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,Right R3+4,Phaethornis,syrmatophorus,,,Apodiformes,U,12,2015-04-16T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,Right R4,Chaetocercus,mulsant,,,Passeriformes,U,6.09,2015-04-16T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,A2552,Mionectes,striaticollis,,,Passeriformes,F,43.05,2015-04-17T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,A2553,Tolmomyias,assimilis,,,Passeriformes,U,25.24,2015-04-17T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,A2554,Mionectes,striaticollis,,,Passeriformes,F,24.06,2015-04-17T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,A2555,Mionectes,striaticollis,,,Passeriformes,U,,2015-04-17T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,A2556,Myiarchus,tuberculifer,,,Passeriformes,U,42,2015-04-17T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,A2557,Mionectes,striaticollis,,,Passeriformes,F,31.36,2015-04-17T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,C959,Catharus,ustulatus,,,Passeriformes,U,85.14,2015-04-17T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,D557,Mitrospingus,cassinii,,,Passeriformes,U,76.35,2015-04-17T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,E163,Mitrospingus,cassinii,,,Passeriformes,U,74.42,2015-04-17T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,E164,Mitrospingus,cassinii,,,Passeriformes,U,75.75,2015-04-17T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,G7,Momotus,aequatorialis,,,Coraciiformes,U,288,2015-04-17T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,Left R4 + Right R2,Doryfera,ludovicae,,,Apodiformes,U,,2015-04-17T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,Right R3+4,Phaethornis,syrmatophorus,,,Apodiformes,U,12.05,2015-04-17T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,Left + Right R4,Aglaiocercus,coelestis,,,Apodiformes,M,12.37,2015-04-18T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,Left R2,Urochroa,bougueri,,,Passeriformes,U,20.24,2015-04-18T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,Left R2 + Right R4,Haplophaedia,aureliae,,,Apodiformes,U,12.47,2015-04-18T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,"Left R3+4 , Right R3",Phaethornis,syrmatophorus,,,Apodiformes,U,11.7,2015-04-18T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,Right R1,Coeligena,wilsoni,,,Apodiformes,U,15.97,2015-04-18T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,Right R2,Urochroa,bougueri,,,Passeriformes,U,22.43,2015-04-18T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,Right R2 + 3,Aglaiocercus,coelestis,,,Apodiformes,F,10.72,2015-04-18T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,Right R3 + 4,Aglaiocercus,coelestis,,,Apodiformes,F,9.72,2015-04-18T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,Right R3 + 4,Eutoxeres,aquila,,,Apodiformes,U,21.98,2015-04-18T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,Buscar,Buscar,Buscar,NO,,,,,,,,,,,,
JMA,A2558,Mionectes,olivaceus,,,Passeriformes,U,33.75,2015-04-21T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,F50019,Malacoptila,mystacalis,,,Galbuliformes,U,113.3,2015-04-21T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,G9,Momotus,aequatorialis,,,Coraciiformes,U,160,2015-04-21T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,A1 1726,Mionectes,sp.,,,Passeriformes,U,25.58,2015-04-21T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,A1 1733,Glyphorynchus,spirurus,,,Passeriformes,U,25.97,2015-04-21T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,A2559,Myiotriccus,ornatus,,,Passeriformes,U,21.43,2015-04-21T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,A2560,Machaeropterus,regulus,,,Passeriformes,F,19.69,2015-04-21T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,A2561,Mionectes,olivaceus,,,Passeriformes,U,28.25,2015-04-21T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,A2562,Dysithamnus,mentalis,,,Passeriformes,F,30.35,2015-04-21T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,A2563,Glyphorynchus,spirurus,,,Passeriformes,U,32.3,2015-04-21T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,A2564,Basileuterus,tristriatus,,,Passeriformes,U,23.43,2015-04-21T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,A2565,Myiarchus,tuberculifer,,,Passeriformes,U,39.1,2015-04-21T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,A2566,Basileuterus,tristriatus,,,Passeriformes,U,25.58,2015-04-21T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,A2567,Euphonia,xanthogaster,,,Passeriformes,M,27.66,2015-04-21T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,A2569,Myadestes,ralloides,,,Passeriformes,U,56.35,2015-04-21T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,A833,Myiotriccus,ornatus,,,Passeriformes,U,20.62,2015-04-21T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,E165,Thripadectes,ignobilis,,cf,Passeriformes,U,96.55,2015-04-21T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,F7,Malacoptila,mystacalis,,,Galbuliformes,U,107.4,2015-04-21T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,G8,Momotus,aequatorialis,,,Coraciiformes,U,166,2015-04-21T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,H204,Micrastur,ruficollis,,,Passeriformes,U,180,2015-04-21T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,L+R R4,Urochroa,bougueri,,,Passeriformes,U,22.71,2015-04-21T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,Left R3 + Right R2,Doryfera,ludovicae,,,Apodiformes,U,14.16,2015-04-21T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,Left R4 + Right R3,Haplophaedia,aureliae,,,Apodiformes,U,11.15,2015-04-21T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,Right R2+4,Phaethornis,syrmatophorus,,,Apodiformes,U,12.3,2015-04-21T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,Right R4,Ocreatus,underwoodii,,,Apodiformes,M,4.93,2015-04-21T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,A2570,Glyphorynchus,spirurus,,,Passeriformes,U,25.8,2015-04-22T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,A2571,Mionectes,olivaceus,,,Passeriformes,M,32.92,2015-04-22T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,A2573,Myiotriccus,ornatus,,,Passeriformes,U,20.75,2015-04-22T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,C960,Tangara,arthus,,,Passeriformes,U,38.19,2015-04-22T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,C961,Myadestes,ralloides,,,Passeriformes,U,60.34,2015-04-22T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,E166,Trogon,collaris,,,Trogoniformes,M,121.95,2015-04-22T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,F50020,Turdus,leucops,,,Passeriformes,M,116.18,2015-04-22T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,L+R R4,Heliodoxa,imperatrix,,,Apodiformes,M,17.8,2015-04-22T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,YES,,Universidad Icesi,"E3,56",0,,,0,3,,,0,
JMA,A2572,Euphonia,xanthogaster,,,Passeriformes,F,30.07,2015-04-22T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,B955,Premnoplex,brunnescens,,,Passeriformes,U,30.31,2015-04-22T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,D558,Picoides,fumigatus,,,Piciformes,M,85.4,2015-04-22T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,L+R R3,Heliodoxa,imperatrix,,,Apodiformes,M,18.1,2015-04-22T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,"Left R2 , Right 2+4",Phaethornis,syrmatophorus,,,Apodiformes,U,11.67,2015-04-22T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,Left R2 + Right R3,Haplophaedia,aureliae,,,Apodiformes,U,11.52,2015-04-22T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,Left R2 + Right R4,Doryfera,ludovicae,,,Apodiformes,U,13.61,2015-04-22T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,"Left R2+3 , Right R2",Phaethornis,syrmatophorus,,,Apodiformes,U,12.95,2015-04-22T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,"Left R3 , Right 3+2",Doryfera,ludovicae,,,Apodiformes,U,,2015-04-22T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,Left R3 + Right R2,Doryfera,ludovicae,,,Apodiformes,U,13.05,2015-04-22T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,Right R3,Ocreatus,underwoodii,,,Apodiformes,M,5.58,2015-04-22T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,A2574,Mionectes,olivaceus,,,Passeriformes,M,31.03,2015-04-23T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,A2577,Dysithamnus,mentalis,,,Passeriformes,F,30.71,2015-04-23T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,C962,Scytalopus,sp.,,,Passeriformes,U,47.45,2015-04-23T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,D559,Xiphorhynchus,erythropygius,,,Passeriformes,U,100.25,2015-04-23T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,E167,Micromonacha,lanceolata,,cf,Galbuliformes,U,48.44,2015-04-23T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,A2575,Microbates,cinereiventris,,,Passeriformes,U,22.75,2015-04-23T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,A2576,Mionectes,olivaceus,,,Passeriformes,F,,2015-04-23T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,A2578,Dysithamnus,mentalis,,,Passeriformes,M,29.95,2015-04-23T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,A2579,Basileuterus,tristriatus,,,Passeriformes,U,25.28,2015-04-23T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
